scenario,variable,measure,unit,key,tenor,sector,year,value
adverse,fx_rate,level,level,EUR/HUF,,,2026,449.595850637
adverse,fx_rate,level,level,EUR/HUF,,,2027,439.877432356
baseline,fx_rate,level,level,EUR/HUF,,,2025,395.348931298
baseline,fx_rate,level,level,EUR/HUF,,,2026,395.348931298
baseline,fx_rate,level,level,EUR/HUF,,,2027,395.348931298
historical,fx_rate,level,level,EUR/HUF,,,2024,395.348931298
adverse,fx_rate,level,level,EUR/INR,,,2025,103.805790256
adverse,fx_rate,level,level,EUR/INR,,,2026,101.433233502
adverse,fx_rate,level,level,EUR/INR,,,2027,99.485723906
baseline,fx_rate,level,level,EUR/INR,,,2025,90.562493750
baseline,fx_rate,level,level,EUR/INR,,,2026,90.562493750
baseline,fx_rate,level,level,EUR/INR,,,2027,90.562493750
historical,fx_rate,level,level,EUR/INR,,,2024,90.562493750
adverse,fx_rate,level,level,EUR/JPY,,,2025,163.851946565
adverse,fx_rate,level,level,EUR/JPY,,,2026,163.851946565
adverse,fx_rate,level,level,EUR/JPY,,,2027,163.851946565
baseline,fx_rate,level,level,EUR/JPY,,,2025,163.851946565
baseline,fx_rate,level,level,EUR/JPY,,,2026,163.851946565
baseline,fx_rate,level,level,EUR/JPY,,,2027,163.851946565
historical,fx_rate,level,level,EUR/JPY,,,2024,163.851946565
adverse,fx_rate,level,level,EUR/MOP,,,2025,8.788747140
adverse,fx_rate,level,level,EUR/MOP,,,2026,8.771970661
adverse,fx_rate,level,level,EUR/MOP,,,2027,8.758199714
baseline,fx_rate,level,level,EUR/MOP,,,2025,8.695103065
baseline,fx_rate,level,level,EUR/MOP,,,2026,8.695103065
baseline,fx_rate,level,level,EUR/MOP,,,2027,8.695103065
historical,fx_rate,level,level,EUR/MOP,,,2024,8.695103065
adverse,fx_rate,level,level,EUR/MXN,,,2025,21.592228134
adverse,fx_rate,level,level,EUR/MXN,,,2026,21.274964207
adverse,fx_rate,level,level,EUR/MXN,,,2027,21.014538596
baseline,fx_rate,level,level,EUR/MXN,,,2025,19.821303053
baseline,fx_rate,level,level,EUR/MXN,,,2026,19.821303053
baseline,fx_rate,level,level,EUR/MXN,,,2027,19.821303053
historical,fx_rate,level,level,EUR/MXN,,,2024,19.821303053
adverse,fx_rate,level,level,EUR/MZN,,,2025,72.733768099
adverse,fx_rate,level,level,EUR/MZN,,,2026,72.072618293
adverse,fx_rate,level,level,EUR/MZN,,,2027,71.529914482
baseline,fx_rate,level,level,EUR/MZN,,,2025,69.043317742
baseline,fx_rate,level,level,EUR/MZN,,,2026,69.043317742
baseline,fx_rate,level,level,EUR/MZN,,,2027,69.043317742
historical,fx_rate,level,level,EUR/MZN,,,2024,69.043317742
adverse,fx_rate,level,level,EUR/NOK,,,2025,11.633988123
adverse,fx_rate,level,level,EUR/NOK,,,2026,11.633988123
adverse,fx_rate,level,level,EUR/NOK,,,2027,11.633988123
baseline,fx_rate,level,level,EUR/NOK,,,2025,11.633988123
baseline,fx_rate,level,level,EUR/NOK,,,2026,11.633988123
baseline,fx_rate,level,level,EUR/NOK,,,2027,11.633988123
historical,fx_rate,level,level,EUR/NOK,,,2024,11.633988123
adverse,fx_rate,level,level,EUR/NZD,,,2025,1.788764885
adverse,fx_rate,level,level,EUR/NZD,,,2026,1.788764885
adverse,fx_rate,level,level,EUR/NZD,,,2027,1.788764885
baseline,fx_rate,level,level,EUR/NZD,,,2025,1.788764885
baseline,fx_rate,level,level,EUR/NZD,,,2026,1.788764885
baseline,fx_rate,level,level,EUR/NZD,,,2027,1.788764885
historical,fx_rate,level,level,EUR/NZD,,,2024,1.788764885
adverse,fx_rate,level,level,EUR/PEN,,,2025,4.234976473
adverse,fx_rate,level,level,EUR/PEN,,,2026,4.203775856
adverse,fx_rate,level,level,EUR/PEN,,,2027,4.178164877
baseline,fx_rate,level,level,EUR/PEN,,,2025,4.060818774
baseline,fx_rate,level,level,EUR/PEN,,,2026,4.060818774
baseline,fx_rate,level,level,EUR/PEN,,,2027,4.060818774
historical,fx_rate,level,level,EUR/PEN,,,2024,4.060818774
adverse,fx_rate,level,level,EUR/PLN,,,2025,4.710365475
adverse,fx_rate,level,level,EUR/PLN,,,2026,4.637792455
adverse,fx_rate,level,level,EUR/PLN,,,2027,4.578221001
baseline,fx_rate,level,level,EUR/PLN,,,2025,4.305272519
baseline,fx_rate,level,level,EUR/PLN,,,2026,4.305272519
baseline,fx_rate,level,level,EUR/PLN,,,2027,4.305272519
historical,fx_rate,level,level,EUR/PLN,,,2024,4.305272519
adverse,fx_rate,level,level,EUR/RON,,,2025,5.156894788
adverse,fx_rate,level,level,EUR/RON,,,2026,5.124219783
adverse,fx_rate,level,level,EUR/RON,,,2027,5.097398555
baseline,fx_rate,level,level,EUR/RON,,,2025,4.974507252
baseline,fx_rate,level,level,EUR/RON,,,2026,4.974507252
baseline,fx_rate,level,level,EUR/RON,,,2027,4.974507252
historical,fx_rate,level,level,EUR/RON,,,2024,4.974507252
adverse,fx_rate,level,level,EUR/RUB,,,2025,165.482240656
adverse,fx_rate,level,level,EUR/RUB,,,2026,153.822537629
adverse,fx_rate,level,level,EUR/RUB,,,2027,144.251688170
baseline,fx_rate,level,level,EUR/RUB,,,2025,100.399327843
baseline,fx_rate,level,level,EUR/RUB,,,2026,100.399327843
baseline,fx_rate,level,level,EUR/RUB,,,2027,100.399327843
historical,fx_rate,level,level,EUR/RUB,,,2024,100.399327843
adverse,fx_rate,level,level,EUR/SEK,,,2025,11.437193487
adverse,fx_rate,level,level,EUR/SEK,,,2026,11.437193487
adverse,fx_rate,level,level,EUR/SEK,,,2027,11.437193487
baseline,fx_rate,level,level,EUR/SEK,,,2025,11.437193487
baseline,fx_rate,level,level,EUR/SEK,,,2026,11.437193487
baseline,fx_rate,level,level,EUR/SEK,,,2027,11.437193487
historical,fx_rate,level,level,EUR/SEK,,,2024,11.437193487
adverse,fx_rate,level,level,EUR/TRY,,,2025,48.574927376
adverse,fx_rate,level,level,EUR/TRY,,,2026,46.248382075
adverse,fx_rate,level,level,EUR/TRY,,,2027,44.338640911
baseline,fx_rate,level,level,EUR/TRY,,,2025,35.588460687
baseline,fx_rate,level,level,EUR/TRY,,,2026,35.588460687
baseline,fx_rate,level,level,EUR/TRY,,,2027,35.588460687
historical,fx_rate,level,level,EUR/TRY,,,2024,35.588460687
adverse,fx_rate,level,level,EUR/UAH,,,2025,54.617298338
adverse,fx_rate,level,level,EUR/UAH,,,2026,52.620998637
adverse,fx_rate,level,level,EUR/UAH,,,2027,50.982339071
baseline,fx_rate,level,level,EUR/UAH,,,2025,43.474218702
baseline,fx_rate,level,level,EUR/UAH,,,2026,43.474218702
baseline,fx_rate,level,level,EUR/UAH,,,2027,43.474218702
historical,fx_rate,level,level,EUR/UAH,,,2024,43.474218702
adverse,fx_rate,level,level,EUR/USD,,,2025,1.081987786
adverse,fx_rate,level,level,EUR/USD,,,2026,1.081987786
adverse,fx_rate,level,level,EUR/USD,,,2027,1.081987786
baseline,fx_rate,level,level,EUR/USD,,,2025,1.081987786
baseline,fx_rate,level,level,EUR/USD,,,2026,1.081987786
baseline,fx_rate,level,level,EUR/USD,,,2027,1.081987786
historical,fx_rate,level,level,EUR/USD,,,2024,1.081987786
adverse,fx_rate,level,level,EUR/ZAR,,,2025,22.645465301
adverse,fx_rate,level,level,EUR/ZAR,,,2026,22.141685763
adverse,fx_rate,level,level,EUR/ZAR,,,2027,21.728159096
baseline,fx_rate,level,level,EUR/ZAR,,,2025,19.833434866
baseline,fx_rate,level,level,EUR/ZAR,,,2026,19.833434866
baseline,fx_rate,level,level,EUR/ZAR,,,2027,19.833434866
historical,fx_rate,level,level,EUR/ZAR,,,2024,19.833434866
adverse,hicp,growth,pct,AS,,,2025,5.238649160
adverse,hicp,growth,pct,AS,,,2026,4.116879296
adverse,hicp,growth,pct,AS,,,2027,2.890170611
baseline,hicp,growth,pct,AS,,,2025,2.854455473
baseline,hicp,growth,pct,AS,,,2026,2.694001148
baseline,hicp,growth,pct,AS,,,2027,2.703344803
historical,hicp,growth,pct,AS,,,2024,2.335827601
adverse,hicp,growth,pct,AT,,,2025,5.222698360
adverse,hicp,growth,pct,AT,,,2026,2.584229097
adverse,hicp,growth,pct,AT,,,2027,0.857175982
baseline,hicp,growth,pct,AT,,,2025,2.433451119
baseline,hicp,growth,pct,AT,,,2026,2.187873511
baseline,hicp,growth,pct,AT,,,2027,2.008790317
historical,hicp,growth,pct,AT,,,2024,2.905821228
adverse,hicp,growth,pct,AU,,,2025,7.067401375
adverse,hicp,growth,pct,AU,,,2026,2.506749260
adverse,hicp,growth,pct,AU,,,2027,1.362254319
baseline,hicp,growth,pct,AU,,,2025,3.596208430
baseline,hicp,growth,pct,AU,,,2026,2.625460029
baseline,hicp,growth,pct,AU,,,2027,2.513343597
historical,hicp,growth,pct,AU,,,2024,3.003120485
adverse,hicp,growth,pct,BE,,,2025,6.017396196
adverse,hicp,growth,pct,BE,,,2026,2.718079806
adverse,hicp,growth,pct,BE,,,2027,0.355024351
baseline,hicp,growth,pct,BE,,,2025,2.920184926
baseline,hicp,growth,pct,BE,,,2026,1.290544773
baseline,hicp,growth,pct,BE,,,2027,1.710267806
historical,hicp,growth,pct,BE,,,2024,4.322938011
adverse,hicp,growth,pct,BG,,,2025,2.931911422
adverse,hicp,growth,pct,BG,,,2026,2.682804921
adverse,hicp,growth,pct,BG,,,2027,2.895123329
baseline,hicp,growth,pct,BG,,,2025,2.430696975
baseline,hicp,growth,pct,BG,,,2026,2.434052426
baseline,hicp,growth,pct,BG,,,2027,2.357593525
historical,hicp,growth,pct,BG,,,2024,2.541887546
adverse,hicp,growth,pct,BR,,,2025,4.104527193
adverse,hicp,growth,pct,BR,,,2026,3.967515714
adverse,hicp,growth,pct,BR,,,2027,3.470246693
baseline,hicp,growth,pct,BR,,,2025,3.320366059
baseline,hicp,growth,pct,BR,,,2026,3.009980726
baseline,hicp,growth,pct,BR,,,2027,2.967334115
historical,hicp,growth,pct,BR,,,2024,4.303678012
adverse,hicp,growth,pct,CA,,,2025,6.279892104
adverse,hicp,growth,pct,CA,,,2026,2.204991615
adverse,hicp,growth,pct,CA,,,2027,0.108861231
baseline,hicp,growth,pct,CA,,,2025,1.947352320
baseline,hicp,growth,pct,CA,,,2026,2.018869992
baseline,hicp,growth,pct,CA,,,2027,1.895100672
historical,hicp,growth,pct,CA,,,2024,2.024032746
adverse,hicp,growth,pct,CH,,,2025,4.412544268
adverse,hicp,growth,pct,CH,,,2026,1.917370760
adverse,hicp,growth,pct,CH,,,2027,0.061504365
baseline,hicp,growth,pct,CH,,,2025,1.000000000
baseline,hicp,growth,pct,CH,,,2026,0.999801980
baseline,hicp,growth,pct,CH,,,2027,0.983330582
historical,hicp,growth,pct,CH,,,2024,1.215720863
adverse,hicp,growth,pct,CL,,,2025,4.940516213
adverse,hicp,growth,pct,CL,,,2026,3.727841582
adverse,hicp,growth,pct,CL,,,2027,3.354162710
baseline,hicp,growth,pct,CL,,,2025,3.500000000
baseline,hicp,growth,pct,CL,,,2026,3.000000000
baseline,hicp,growth,pct,CL,,,2027,3.000000000
historical,hicp,growth,pct,CL,,,2024,4.500000000
adverse,hicp,growth,pct,CN,,,2025,5.116394589
adverse,hicp,growth,pct,CN,,,2026,3.700258506
adverse,hicp,growth,pct,CN,,,2027,2.580680823
baseline,hicp,growth,pct,CN,,,2025,2.039966277
baseline,hicp,growth,pct,CN,,,2026,1.999068186
baseline,hicp,growth,pct,CN,,,2027,2.012983079
historical,hicp,growth,pct,CN,,,2024,0.982212025
adverse,hicp,growth,pct,CO,,,2025,6.053267404
adverse,hicp,growth,pct,CO,,,2026,4.576995105
adverse,hicp,growth,pct,CO,,,2027,3.479323166
baseline,hicp,growth,pct,CO,,,2025,3.542862378
baseline,hicp,growth,pct,CO,,,2026,2.983967619
baseline,hicp,growth,pct,CO,,,2027,3.040903294
historical,hicp,growth,pct,CO,,,2024,5.660359935
adverse,hicp,growth,pct,CY,,,2025,2.702490846
adverse,hicp,growth,pct,CY,,,2026,2.052398256
adverse,hicp,growth,pct,CY,,,2027,2.319199977
baseline,hicp,growth,pct,CY,,,2025,1.892464493
baseline,hicp,growth,pct,CY,,,2026,2.081904628
baseline,hicp,growth,pct,CY,,,2027,2.048259347
historical,hicp,growth,pct,CY,,,2024,2.192139738
adverse,hicp,growth,pct,CZ,,,2025,7.114917072
adverse,hicp,growth,pct,CZ,,,2026,5.173589606
adverse,hicp,growth,pct,CZ,,,2027,1.434805748
baseline,hicp,growth,pct,CZ,,,2025,2.646900042
baseline,hicp,growth,pct,CZ,,,2026,2.221976157
baseline,hicp,growth,pct,CZ,,,2027,1.809621306
historical,hicp,growth,pct,CZ,,,2024,2.446749800
adverse,hicp,growth,pct,DE,,,2025,4.493897335
adverse,hicp,growth,pct,DE,,,2026,4.090043926
adverse,hicp,growth,pct,DE,,,2027,2.805303740
baseline,hicp,growth,pct,DE,,,2025,2.436188142
baseline,hicp,growth,pct,DE,,,2026,2.094099480
baseline,hicp,growth,pct,DE,,,2027,1.899126626
historical,hicp,growth,pct,DE,,,2024,2.542372881
adverse,hicp,growth,pct,DK,,,2025,6.545565576
adverse,hicp,growth,pct,DK,,,2026,3.830376119
adverse,hicp,growth,pct,DK,,,2027,1.352301432
baseline,hicp,growth,pct,DK,,,2025,2.103808277
baseline,hicp,growth,pct,DK,,,2026,1.778283756
baseline,hicp,growth,pct,DK,,,2027,1.955445814
historical,hicp,growth,pct,DK,,,2024,1.346280193
adverse,hicp,growth,pct,EA,,,2025,4.537275095
adverse,hicp,growth,pct,EA,,,2026,3.287718183
adverse,hicp,growth,pct,EA,,,2027,2.006005717
baseline,hicp,growth,pct,EA,,,2025,2.135761334
baseline,hicp,growth,pct,EA,,,2026,1.886305024
baseline,hicp,growth,pct,EA,,,2027,2.056032538
historical,hicp,growth,pct,EA,,,2024,2.386575092
adverse,hicp,growth,pct,EE,,,2025,8.037035318
adverse,hicp,growth,pct,EE,,,2026,6.716243502
adverse,hicp,growth,pct,EE,,,2027,1.425112733
baseline,hicp,growth,pct,EE,,,2025,4.494351514
baseline,hicp,growth,pct,EE,,,2026,3.628942649
baseline,hicp,growth,pct,EE,,,2027,2.647978159
historical,hicp,growth,pct,EE,,,2024,3.768085249
adverse,hicp,growth,pct,ES,,,2025,4.894129190
adverse,hicp,growth,pct,ES,,,2026,2.934084500
adverse,hicp,growth,pct,ES,,,2027,1.078595096
baseline,hicp,growth,pct,ES,,,2025,2.102126972
baseline,hicp,growth,pct,ES,,,2026,1.716035141
baseline,hicp,growth,pct,ES,,,2027,2.437915160
historical,hicp,growth,pct,ES,,,2024,2.867926627
adverse,hicp,growth,pct,EU,,,2025,4.955722104
adverse,hicp,growth,pct,EU,,,2026,3.503093103
adverse,hicp,growth,pct,EU,,,2027,1.934300015
baseline,hicp,growth,pct,EU,,,2025,2.355448386
baseline,hicp,growth,pct,EU,,,2026,2.003386544
baseline,hicp,growth,pct,EU,,,2027,2.101249697
historical,hicp,growth,pct,EU,,,2024,2.498052718
adverse,hicp,growth,pct,FI,,,2025,3.585238779
adverse,hicp,growth,pct,FI,,,2026,2.345951854
adverse,hicp,growth,pct,FI,,,2027,1.907858968
baseline,hicp,growth,pct,FI,,,2025,1.891386117
baseline,hicp,growth,pct,FI,,,2026,1.450764265
baseline,hicp,growth,pct,FI,,,2027,1.652058855
historical,hicp,growth,pct,FI,,,2024,1.036473182
adverse,hicp,growth,pct,FR,,,2025,4.845225987
adverse,hicp,growth,pct,FR,,,2026,2.130096558
adverse,hicp,growth,pct,FR,,,2027,0.874380368
baseline,hicp,growth,pct,FR,,,2025,1.579749222
baseline,hicp,growth,pct,FR,,,2026,1.651050676
baseline,hicp,growth,pct,FR,,,2027,1.912082303
historical,hicp,growth,pct,FR,,,2024,2.364551779
adverse,hicp,growth,pct,GB,,,2025,4.591425478
adverse,hicp,growth,pct,GB,,,2026,2.530901615
adverse,hicp,growth,pct,GB,,,2027,1.481767916
baseline,hicp,growth,pct,GB,,,2025,2.000000000
baseline,hicp,growth,pct,GB,,,2026,2.000000000
baseline,hicp,growth,pct,GB,,,2027,2.000000000
historical,hicp,growth,pct,GB,,,2024,2.470000000
adverse,hicp,growth,pct,GR,,,2025,4.359180525
adverse,hicp,growth,pct,GR,,,2026,3.944016286
adverse,hicp,growth,pct,GR,,,2027,2.914794503
baseline,hicp,growth,pct,GR,,,2025,2.477957815
baseline,hicp,growth,pct,GR,,,2026,2.176963668
baseline,hicp,growth,pct,GR,,,2027,2.499416807
historical,hicp,growth,pct,GR,,,2024,2.971899685
adverse,hicp,growth,pct,HK,,,2025,3.169058244
adverse,hicp,growth,pct,HK,,,2026,2.883476236
adverse,hicp,growth,pct,HK,,,2027,2.500687261
baseline,hicp,growth,pct,HK,,,2025,2.421686530
baseline,hicp,growth,pct,HK,,,2026,2.421686530
baseline,hicp,growth,pct,HK,,,2027,2.500000000
historical,hicp,growth,pct,HK,,,2024,2.256220580
adverse,hicp,growth,pct,HR,,,2025,6.519136527
adverse,hicp,growth,pct,HR,,,2026,3.809649451
adverse,hicp,growth,pct,HR,,,2027,1.871729491
baseline,hicp,growth,pct,HR,,,2025,3.540227046
baseline,hicp,growth,pct,HR,,,2026,2.466012643
baseline,hicp,growth,pct,HR,,,2027,2.959716804
historical,hicp,growth,pct,HR,,,2024,4.011186681
adverse,hicp,growth,pct,HU,,,2025,6.002419943
adverse,hicp,growth,pct,HU,,,2026,4.972369042
adverse,hicp,growth,pct,HU,,,2027,3.194741624
baseline,hicp,growth,pct,HU,,,2025,3.012445104
baseline,hicp,growth,pct,HU,,,2026,2.971972223
baseline,hicp,growth,pct,HU,,,2027,2.978573303
historical,hicp,growth,pct,HU,,,2024,4.186733728
adverse,hicp,growth,pct,IE,,,2025,2.992453043
adverse,hicp,growth,pct,IE,,,2026,2.471407046
adverse,hicp,growth,pct,IE,,,2027,0.244556207
baseline,hicp,growth,pct,IE,,,2025,1.990004818
baseline,hicp,growth,pct,IE,,,2026,1.995539230
baseline,hicp,growth,pct,IE,,,2027,1.501473464
historical,hicp,growth,pct,IE,,,2024,1.372188428
adverse,hicp,growth,pct,IN,,,2025,6.682560407
adverse,hicp,growth,pct,IN,,,2026,5.528457011
adverse,hicp,growth,pct,IN,,,2027,3.987269995
baseline,hicp,growth,pct,IN,,,2025,4.163335578
baseline,hicp,growth,pct,IN,,,2026,4.091720000
baseline,hicp,growth,pct,IN,,,2027,4.000000000
historical,hicp,growth,pct,IN,,,2024,4.204307637
adverse,hicp,growth,pct,IT,,,2025,3.916344527
adverse,hicp,growth,pct,IT,,,2026,3.872582981
adverse,hicp,growth,pct,IT,,,2027,3.470328537
baseline,hicp,growth,pct,IT,,,2025,1.482579367
baseline,hicp,growth,pct,IT,,,2026,1.463546125
baseline,hicp,growth,pct,IT,,,2027,2.003771473
historical,hicp,growth,pct,IT,,,2024,1.095569489
adverse,hicp,growth,pct,JP,,,2025,5.368220465
adverse,hicp,growth,pct,JP,,,2026,2.565816726
adverse,hicp,growth,pct,JP,,,2027,0.512640895
baseline,hicp,growth,pct,JP,,,2025,1.773319486
baseline,hicp,growth,pct,JP,,,2026,1.980497108
baseline,hicp,growth,pct,JP,,,2027,2.017417244
historical,hicp,growth,pct,JP,,,2024,1.758964571
adverse,hicp,growth,pct,LA,,,2025,10.592969422
adverse,hicp,growth,pct,LA,,,2026,6.753206533
adverse,hicp,growth,pct,LA,,,2027,3.452905275
baseline,hicp,growth,pct,LA,,,2025,7.880451722
baseline,hicp,growth,pct,LA,,,2026,5.401449681
baseline,hicp,growth,pct,LA,,,2027,3.941825938
historical,hicp,growth,pct,LA,,,2024,19.446468618
adverse,hicp,growth,pct,LT,,,2025,3.526453599
adverse,hicp,growth,pct,LT,,,2026,2.136183980
adverse,hicp,growth,pct,LT,,,2027,2.196890764
baseline,hicp,growth,pct,LT,,,2025,2.340760932
baseline,hicp,growth,pct,LT,,,2026,2.566643053
